167,2019,6,16,7,""
168,2019,6,17,1,""
169,2019,6,18,2,""
170,2019,6,19,3,""
171,2019,6,20,4,""
172,2019,6,21,5,""
173,2019,6,22,6,""
174,2019,6,23,7,""
175,2019,6,24,1,""
176,2019,6,25,2,""
177,2019,6,26,3,""
178,2019,6,27,4,""
179,2019,6,28,5,""
180,2019,6,29,6,""
181,2019,6,30,7,""
182,2019,7,1,1,""
183,2019,7,2,2,""
184,2019,7,3,3,""
185,2019,7,4,4,""
186,2019,7,5,5,""
187,2019,7,6,6,""
188,2019,7,7,7,""
189,2019,7,8,1,""
190,2019,7,9,2,""
191,2019,7,10,3,""
192,2019,7,11,4,""
193,2019,7,12,5,""
194,2019,7,13,6,""
195,2019,7,14,7,""
196,2019,7,15,1,""
197,2019,7,16,2,""
198,2019,7,17,3,""
199,2019,7,18,4,""
200,2019,7,19,5,""
201,2019,7,20,6,""
202,2019,7,21,7,""
203,2019,7,22,1,""
204,2019,7,23,2,""
205,2019,7,24,3,""
206,2019,7,25,4,""
207,2019,7,26,5,""
208,2019,7,27,6,""
209,2019,7,28,7,""
210,2019,7,29,1,""
211,2019,7,30,2,""
212,2019,7,31,3,""
213,2019,8,1,4,""
214,2019,8,2,5,""
215,2019,8,3,6,""
216,2019,8,4,7,""
217,2019,8,5,1,""
218,2019,8,6,2,""
219,2019,8,7,3,""
220,2019,8,8,4,""
221,2019,8,9,5,""
222,2019,8,10,6,""
223,2019,8,11,7,""
224,2019,8,12,1,""
225,2019,8,13,2,""
226,2019,8,14,3,""
227,2019,8,15,4,""
228,2019,8,16,5,""
229,2019,8,17,6,""
230,2019,8,18,7,""
231,2019,8,19,1,""
232,2019,8,20,2,""
233,2019,8,21,3,""
234,2019,8,22,4,""
235,2019,8,23,5,""
236,2019,8,24,6,""
237,2019,8,25,7,""
238,2019,8,26,1,""
239,2019,8,27,2,""
240,2019,8,28,3,""
241,2019,8,29,4,""
242,2019,8,30,5,""
243,2019,8,31,6,""
244,2019,9,1,7,""
245,2019,9,2,1,""
246,2019,9,3,2,""
247,2019,9,4,3,""
248,2019,9,5,4,""
249,2019,9,6,5,""
250,2019,9,7,6,""
251,2019,9,8,7,""
252,2019,9,9,1,""
253,2019,9,10,2,""
254,2019,9,11,3,""
255,2019,9,12,4,""
256,2019,9,13,5,""
257,2019,9,14,6,""
258,2019,9,15,7,""
259,2019,9,16,1,""
260,2019,9,17,2,""
261,2019,9,18,3,""
262,2019,9,19,4,""
263,2019,9,20,5,""
264,2019,9,21,6,""
265,2019,9,22,7,""
266,2019,9,23,1,""
267,2019,9,24,2,""
268,2019,9,25,3,""
269,2019,9,26,4,""
270,2019,9,27,5,""
271,2019,9,28,6,""
272,2019,9,29,7,""
273,2019,9,30,1,""
274,2019,10,1,2,""
275,2019,10,2,3,""
276,2019,10,3,4,""
277,2019,10,4,5,""
278,2019,10,5,6,""
279,2019,10,6,7,""
280,2019,10,7,1,""
281,2019,10,8,2,""
282,2019,10,9,3,""
283,2019,10,10,4,""
284,2019,10,11,5,""
285,2019,10,12,6,""
286,2019,10,13,7,""
287,2019,10,14,1,""
288,2019,10,15,2,""
289,2019,10,16,3,""
290,2019,10,17,4,""
291,2019,10,18,5,""
292,2019,10,19,6,""
293,2019,10,20,7,""
294,2019,10,21,1,""
295,2019,10,22,2,""
296,2019,10,23,3,""
297,2019,10,24,4,""
298,2019,10,25,5,""
299,2019,10,26,6,""
300,2019,10,27,7,""
301,2019,10,28,1,""
302,2019,10,29,2,""
303,2019,10,30,3,""
304,2019,10,31,4,""
305,2019,11,1,5,""
306,2019,11,2,6,""
307,2019,11,3,7,""
308,2019,11,4,1,""
309,2019,11,5,2,""
310,2019,11,6,3,""
311,2019,11,7,4,""
312,2019,11,8,5,""
313,2019,11,9,6,""
314,2019,11,10,7,""
315,2019,11,11,1,""
316,2019,11,12,2,""
317,2019,11,13,3,""
318,2019,11,14,4,""
319,2019,11,15,5,""
320,2019,11,16,6,""
321,2019,11,17,7,""
322,2019,11,18,1,""
323,2019,11,19,2,""
324,2019,11,20,3,""
325,2019,11,21,4,""
326,2019,11,22,5,""
327,2019,11,23,6,""
328,2019,11,24,7,""
329,2019,11,25,1,""
330,2019,11,26,2,""
331,2019,11,27,3,""
332,2019,11,28,4,""
333,2019,11,29,5,""
334,2019,11,30,6,""
335,2019,12,1,7,""
336,2019,12,2,1,""
337,2019,12,3,2,""
338,2019,12,4,3,""
339,2019,12,5,4,""
340,2019,12,6,5,""
341,2019,12,7,6,""
342,2019,12,8,7,""
343,2019,12,9,1,""
344,2019,12,10,2,""
345,2019,12,11,3,""
346,2019,12,12,4,""
347,2019,12,13,5,""
348,2019,12,14,6,""
349,2019,12,15,7,""
350,2019,12,16,1,""
351,2019,12,17,2,""
352,2019,12,18,3,""
353,2019,12,19,4,""
354,2019,12,20,5,""
355,2019,12,21,6,""
356,2019,12,22,7,""
357,2019,12,23,1,""
358,2019,12,24,2,""
359,2019,12,25,3,""
360,2019,12,26,4,""
361,2019,12,27,5,""
362,2019,12,28,6,""
363,2019,12,29,7,""
364,2019,12,30,1,""
365,2019,12,31,2,""
1,2020,1,1,3,""
2,2020,1,2,4,""
3,2020,1,3,5,""
4,2020,1,4,6,""
5,2020,1,5,7,""
6,2020,1,6,1,""
7,2020,1,7,2,""
8,2020,1,8,3,""
9,2020,1,9,4,""
10,2020,1,10,5,""
11,2020,1,11,6,""
12,2020,1,12,7,""
13,2020,1,13,1,""
14,2020,1,14,2,""
15,2020,1,15,3,""
16,2020,1,16,4,""
17,2020,1,17,5,""
18,2020,1,18,6,""
19,2020,1,19,7,""
20,2020,1,20,1,""
21,2020,1,21,2,""
22,2020,1,22,3,""
23,2020,1,23,4,""
24,2020,1,24,5,""
25,2020,1,25,6,""
26,2020,1,26,7,""
27,2020,1,27,1,""
28,2020,1,28,2,""
29,2020,1,29,3,""
30,2020,1,30,4,""
31,2020,1,31,5,""
